,verse,sentiment
Matthew 28:1,sabbath dawn day week mary magdalene mary go look tomb,0.0
Matthew 28:2,violent earthquake angel lord come heaven go tomb roll stone sit,-0.1531
Matthew 28:3,appearance like lightning clothe white snow,0.3612
Matthew 28:4,guard afraid shake like dead man,-0.5423
Matthew 28:5,angel say woman afraid know look jesus crucify,0.0
Matthew 28:6,rise say come place lie,0.0
Matthew 28:7,quickly tell disciple rise dead go ahead galilee tell,-0.6486
Matthew 28:8,woman hurry away tomb afraid fill joy run tell disciple,0.5859
Matthew 28:9,suddenly jesus meet greeting say come clasp foot worship,0.5859
Matthew 28:10,jesus say afraid tell brother galilee,0.0
Matthew 28:11,woman way guard go city report chief priest happen,0.0
Matthew 28:12,chief priest meet elder devise plan give soldier large sum money,0.0
Matthew 28:13,tell disciple come night steal away asleep,-0.4939
Matthew 28:14,report get governor satisfy trouble,0.0772
Matthew 28:15,soldier take money instruct story widely circulate jews day,0.0
Matthew 28:16,disciple go galilee mountain jesus tell,0.0
Matthew 28:17,see worship doubt,-0.0772
Matthew 28:18,jesus come say authority heaven earth give,0.5574
Matthew 28:19,disciple nation baptize father son holy spirit,0.1779
Matthew 28:20,teach obey command surely end age,0.4404
Mark 1:1,beginning good news jesus messiah son god b,0.6124
Mark 1:2,write isaiah prophet send messenger ahead prepare,0.0
Mark 1:3,voice call wilderness prepare way lord straight path d,0.2263
Mark 1:4,john baptist appear wilderness preach baptism repentance forgiveness sin,-0.3612
Mark 1:5,judean countryside people jerusalem go confess sin baptize jordan river,-0.5574
Mark 1:6,john wear clothing camel hair leather belt waist eat locust wild honey,0.0
Mark 1:7,message come powerful strap sandal worthy stoop untie,0.6908
Mark 1:8,baptize withe water baptize withf holy spirit,0.1779
Mark 1:9,time jesus come nazareth galilee baptize john jordan,0.0
Mark 1:10,jesus come water see heaven tear open spirit descend like dove,0.7579
Mark 1:11,voice come heaven son love pleased,0.886
Mark 1:12,spirit send wilderness,0.1779
Mark 1:13,wilderness day temptedg satan wild animal angel attend,0.0
Mark 1:14,john prison jesus go galilee proclaim good news god,0.1779
Mark 1:15,time come say kingdom god come near repent believe good news,0.6124
Mark 1:16,jesus walk sea galilee see simon brother andrew cast net lake fisherman,0.0
Mark 1:17,come follow jesus say send fish people,0.0
Mark 1:18,leave net follow,-0.0516
Mark 1:19,go little far see james son zebedee brother john boat prepare net,0.0
Mark 1:20,delay call leave father zebedee boat hire man follow,-0.3612
Mark 1:21,go capernaum sabbath come jesus go synagogue begin teach,0.0
Mark 1:22,people amazed teaching teach authority teacher law,0.5423
Mark 1:23,man synagogue possess impure spirit cry,-0.34
Mark 1:24,want jesus nazareth come destroy know holy god,-0.2732
Mark 1:25,quiet say jesus sternly come,0.0
Mark 1:26,impure spirit shake man violently come shriek,-0.5859
Mark 1:27,people amazed ask new teaching authority give order impure spirit obey,0.6369
Mark 1:28,news spread quickly region galilee,0.0
Mark 1:29,soon leave synagogue go james john home simon andrew,-0.0516
Mark 1:30,simon mother law bed fever immediately tell jesus,0.0
Mark 1:31,go take hand help fever leave begin wait,0.6908
Mark 1:32,evening sunset people bring jesus sick demon possess,-0.5106
Mark 1:33,town gather door,0.0
Mark 1:34,jesus heal disease drive demon let demon speak know,0.0
Mark 1:35,early morning dark jesus get leave house go solitary place pray,0.2732
Mark 1:36,simon companion go look,0.0
Mark 1:37,find exclaim look,0.0
Mark 1:38,jesus reply let nearby village preach come,0.0
Mark 1:39,travel galilee preach synagogue drive demon,0.0
Mark 1:40,man leprosyh come beg knee willing clean,0.4019
Mark 1:41,jesus reach hand touch man willing say clean,0.7184
Mark 1:42,immediately leprosy leave cleanse,-0.0516
Mark 1:43,jesus send away strong warning,0.2263
Mark 1:44,tell priest offer sacrifice moses command cleansing testimony,0.0
Mark 1:45,instead go begin talk freely spread news result jesus longer enter town openly stay outside lonely place people come,0.1027
Mark 2:1,day later jesus enter capernaum people hear come home,0.0
Mark 2:2,gather large number room leave outside door preach word,0.0258
Mark 2:3,man come bring paralyzed man carry,0.0
Mark 2:4,jesus crowd opening roof jesus dig lower mat man lie,-0.296
Mark 2:5,jesus see faith say paralyzed man son sin forgive,0.0772
Mark 2:6,teacher law sit think,0.0
Mark 2:7,fellow talk like blaspheme forgive sin god,0.2732
Mark 2:8,immediately jesus know spirit think heart say think thing,0.7096
Mark 2:9,easy paralyzed man sin forgive mat walk,0.1027
Mark 2:10,want know son man authority earth forgive sin say man,-0.2263
Mark 2:11,tell mat home,0.0
Mark 2:12,get take mat walk view amazed praise god say see like,0.886
Mark 2:13,jesus go lake large crowd come begin teach,0.0
Mark 2:14,walk see levi son alphaeus sit tax collector booth follow jesus tell levi get follow,0.0
Mark 2:15,jesus have dinner levi house tax collector sinner eat disciple follow,0.0
Mark 2:16,teacher law pharisees see eat sinner tax collector ask disciple eat tax collector sinner,0.0
Mark 2:17,hear jesus say healthy need doctor sick come righteous sinner,-0.1531
Mark 2:18,john disciple pharisees fast people come ask jesus john disciple disciple pharisees fast,0.0
Mark 2:19,jesus answer guest bridegroom fast long,0.0
Mark 2:20,time come bridegroom take day fast,0.0
Mark 2:21,sew patch unshrunk cloth old garment new piece pull away old make tear worse,-0.4767
Mark 2:22,pour new wine old wineskin wine burst skin wine wineskin ruin pour new wine new wineskin,-0.5859
Mark 2:23,sabbath jesus go grainfield disciple walk begin pick head grain,0.0
Mark 2:24,pharisees say look unlawful sabbath,0.0
Mark 2:25,answer read david companion hungry need,0.0
Mark 2:26,day abiathar high priest enter house god eat consecrate bread lawful priest eat give companion,0.2732
Mark 2:27,say sabbath man man sabbath,0.0
Mark 2:28,son man lord sabbath,0.0
Mark 3:1,time jesus go synagogue man shriveled hand,0.4939
Mark 3:2,look reason accuse jesus watch closely heal sabbath,-0.2023
Mark 3:3,jesus say man shriveled hand stand,0.4939
Mark 3:4,jesus ask lawful sabbath good evil save life kill remain silent,-0.6124
Mark 3:5,look anger deeply distressed stubborn heart say man stretch hand stretch hand completely restore,0.5552
Mark 3:6,pharisees go begin plot herodian kill jesus,-0.6908
Mark 3:7,jesus withdraw disciple lake large crowd galilee follow,0.0
Mark 3:8,hear people come judea jerusalem idumea region jordan tyre sidon,0.0
Mark 3:9,crowd tell disciple small boat ready people crowd,0.3612
Mark 3:10,heal disease push forward touch,0.0
Mark 3:11,impure spirit see fall cry son god,-0.0772
Mark 3:12,give strict order tell,0.0
Mark 3:13,jesus go mountainside call want come,0.0772
Mark 3:14,appoint twelvea send preach,0.0
Mark 3:15,authority drive demon,0.0772
Mark 3:16,appoint simon give peter,0.0
Mark 3:17,james son zebedee brother john give boanerge mean son thunder,0.0
Mark 3:18,andrew philip bartholomew matthew thomas james son alphaeus thaddaeus simon zealot,-0.4404
Mark 3:19,judas iscariot betray,-0.6369
Mark 3:20,jesus enter house crowd gather disciple able eat,0.0
Mark 3:21,familyb hear go charge say mind,0.0
Mark 3:22,teacher law come jerusalem say possess beelzebul prince demon drive demon,0.0
Mark 3:23,jesus call begin speak parable satan drive satan,0.0
Mark 3:24,kingdom divide kingdom stand,0.0
Mark 3:25,house divide house stand,0.0
Mark 3:26,satan oppose divide stand end come,0.0
Mark 3:27,fact enter strong man house tie plunder strong man house,0.765
Mark 3:28,truly tell people forgive sin slander utter,0.1027
Mark 3:29,blaspheme holy spirit forgive guilty eternal sin,-0.5574
Mark 3:30,say say impure spirit,0.1779
Mark 3:31,jesus mother brother arrive stand outside send,0.0
Mark 3:32,crowd sit tell mother brother outside look,0.0
Mark 3:33,mother brother ask,0.0
Mark 3:34,look seat circle say mother brother,0.0
Mark 3:35,god brother sister mother,0.2732
Mark 4:1,jesus begin teach lake crowd gather large get boat sit lake people shore water edge,0.0
Mark 4:2,teach thing parable teaching say,0.0
Mark 4:3,listen farmer go sow seed,0.0
Mark 4:4,scatter seed fall path bird come eat,0.0
Mark 4:5,fall rocky place soil spring quickly soil shallow,0.0
Mark 4:6,sun come plant scorch wither root,0.0
Mark 4:7,seed fall thorn grow choke plant bear grain,-0.5423
Mark 4:8,seed fall good soil come grow produce crop multiply thirty time,0.4404
Mark 4:9,jesus say ear hear let hear,0.0
Mark 4:10,ask parable,0.0
Mark 4:11,tell secret kingdom god give outside say parable,0.2732
Mark 4:12,see perceive hear understand turn,0.0
Mark 4:13,jesus say understand parable understand parable,0.0
Mark 4:14,farmer sow word,0.0
Mark 4:15,people like seed path word sow soon hear satan come take away word sow,0.3612
Mark 4:16,like seed sow rocky place hear word receive joy,0.743
Mark 4:17,root short time trouble persecution come word quickly fall away,-0.4019
Mark 4:18,like seed sow thorn hear word,0.3612
Mark 4:19,worry life deceitfulness wealth desire thing come choke word make unfruitful,-0.128
Mark 4:20,like seed sow good soil hear word accept produce crop thirty time sow,0.7906
Mark 4:21,say bring lamp bowl bed instead stand,0.0
Mark 4:22,hide mean disclose conceal mean bring open,-0.1779
Mark 4:23,ear hear let hear,0.0
Mark 4:24,consider carefully hear continue measure use measure,0.128
Mark 4:25,give take,0.0
Mark 4:26,say kingdom god like man scatter seed ground,0.5574
Mark 4:27,night day sleep get seed sprout grow know,0.0
Mark 4:28,soil produce grain stalk head kernel head,0.0
Mark 4:29,soon grain ripe put sickle harvest come,0.0
Mark 4:30,say shall kingdom god like parable shall use describe,0.5574
Mark 4:31,like mustard seed small seed earth,0.3612
Mark 4:32,plant grow large garden plant big branch bird perch shade,0.0
Mark 4:33,similar parable jesus speak word understand,0.0
Mark 4:34,parable disciple explain,0.0
Mark 4:35,day evening come say disciple let,0.0
Mark 4:36,leave crowd take boat boat,-0.0516
Mark 4:37,furious squall come wave break boat nearly swamp,-0.5719
Mark 4:38,jesus stern sleep cushion disciple wake say teacher care drown,-0.128
Mark 4:39,get rebuke wind say wave quiet wind die completely calm,-0.3197
Mark 4:40,say disciple afraid faith,0.4215
Mark 4:41,terrified ask wind wave obey,-0.6124
Mark 5:1,go lake region,0.0
Mark 5:2,jesus get boat man impure spirit come tomb meet,0.1779
Mark 5:3,man live tomb bind anymore chain,0.0
Mark 5:4,chain hand foot tear chain apart break iron foot strong subdue,0.7579
Mark 5:5,night day tomb hill cry cut stone,-0.6369
Mark 5:6,see jesus distance run fall knee,0.0
Mark 5:7,shout voice want jesus son high god god torture,-0.1027
Mark 5:8,jesus say come man impure spirit,0.1779
Mark 5:9,jesus ask legion reply,0.0
Mark 5:10,beg jesus send area,0.0
Mark 5:11,large herd pig feed nearby hillside,0.0
Mark 5:12,demon beg jesus send pig allow,0.2263
Mark 5:13,give permission impure spirit come go pig herd thousand number rush steep bank lake drown,-0.4019
Mark 5:14,tend pig run report town countryside people go happen,0.0
Mark 5:15,come jesus see man possess legion demon sit dress right mind afraid,0.0
Mark 5:16,see tell people happen demon possess man tell pig,0.0
Mark 5:17,people begin plead jesus leave region,-0.0516
Mark 5:18,jesus get boat man demon possess beg,0.0
Mark 5:19,jesus let say home people tell lord mercy,0.3612
Mark 5:20,man go away begin tell decapolisb jesus people amazed,0.4939
Mark 5:21,jesus cross boat lake large crowd gather lake,0.0
Mark 5:22,synagogue leader name jairus come see jesus fall foot,0.0
Mark 5:23,plead earnestly little daughter die come hand heal live,-0.1082
Mark 5:24,jesus go large crowd follow press,0.0
Mark 5:25,woman subject bleed year,0.0
Mark 5:26,suffer great deal care doctor spend instead get well grow bad,0.34
Mark 5:27,hear jesus come crowd touch cloak,0.0
Mark 5:28,think touch clothe heal,0.0
Mark 5:29,immediately bleeding stop feel body free suffering,-0.25
Mark 5:30,jesus realize power go turn crowd ask touch clothe,0.0
Mark 5:31,people crowd disciple answer ask touch,0.0
Mark 5:32,jesus keep look,0.0
Mark 5:33,woman know happen come fall foot tremble fear tell truth,-0.4588
Mark 5:34,say daughter faith heal peace free suffering,0.7579
Mark 5:35,jesus speak people come house jairus synagogue leader daughter dead say bother teacher anymore,-0.7717
Mark 5:36,overhearingc say jesus tell afraid believe,0.0
Mark 5:37,let follow peter james john brother james,0.0
Mark 5:38,come home synagogue leader jesus see commotion people cry wail loudly,-0.4767
Mark 5:39,go say commotion wail child dead asleep,-0.6486
Mark 5:40,laugh take child father mother disciple go child,0.5574
Mark 5:41,take hand say talitha koum mean little girl,0.4939
Mark 5:42,immediately girl stand begin walk year old completely astonished,0.4391
Mark 5:43,give strict order let know tell eat,0.0
Mark 6:1,jesus leave go hometown accompany disciple,-0.0516
Mark 6:2,sabbath come begin teach synagogue hear amazed man thing ask wisdom give remarkable miracle perform,0.9325
Mark 6:3,carpenter mary son brother james joseph judas simon sister take offense,-0.25
Mark 6:4,jesus say prophet honor town relative home,0.4939
Mark 6:5,miracle lay hand sick people heal,0.5719
Mark 6:6,amazed lack faith jesus go teach village village,0.5719
Mark 6:7,call begin send give authority impure spirit,0.25
Mark 6:8,instruction journey staff bread bag money belt,0.0
Mark 6:9,wear sandal extra shirt,0.0
Mark 6:10,enter house stay leave town,-0.0516
Mark 6:11,place welcome listen leave place shake dust foot testimony,0.2732
Mark 6:12,go preach people repent,0.0
Mark 6:13,drive demon anoint sick people oil heal,-0.5106
